gias_urn
100063
100066
100068
100080
100198
100287
100289
100291
100293
100294
100295
100298
100299
100371
100372
100373
100374
100513
100520
100522
100523
100533
100534
100538
100543
100547
100644
100648
100651
100756
100864
101069
101163
101174
101176
101368
101369
101370
101381
101481
101482
101568
101682
101683
101684
101685
101687
101690
101694
101829
101831
101834
101835
101839
101845
101846
102060
102061
102062
102063
102064
102065
102165
102168
102169
102248
102249
102250
102253
102254
102355
102357
102360
102361
102454
102546
102547
102611
102616
102617
102618
102686
102687
102694
102789
102867
102871
102873
102874
102891
102931
102933
102934
102935
102936
102938
102939
102940
102943
102944
102945
102946
102950
103017
103019
103022
103111
103112
103564
103566
103567
103568
103575
103576
103578
103580
103747
103748
103753
103754
103876
104122
104124
104127
104128
104408
104411
104723
104729
104735
105118
105122
105123
105270
105585
105587
105592
105594
105598
105745
105747
105855
105991
105992
105993
105996
105997
106001
106002
106003
106004
106147
106148
106149
106150
106151
106154
106156
106157
106276
106381
106382
106385
106386
106387
107162
107165
107168
107449
107450
107453
107458
107461
107582
107585
107786
107787
107794
107795
108104
108108
108110
108114
108117
108300
108303
108307
108419
108538
108540
108542
108544
108651
108922
109335
109337
109339
109341
109343
109345
109348
109349
109350
109361
109362
109363
109364
109374
109379
109715
109717
109720
109726
109774
110111
110112
110114
110124
110126
110127
110130
110133
110137
110141
110142
110145
110148
110152
110153
110155
110161
110162
110163
110165
110175
110177
110549
110550
110554
110556
110558
110565
110567
110571
110910
110928
111470
111473
111474
111477
111478
111479
111481
111483
111486
111767
111768
111771
112068
112075
112077
112081
112082
112446
112453
112459
113002
113003
113004
113008
113016
113017
113018
113022
113023
113024
113561
113566
113573
113574
113577
113579
113583
113587
113594
113595
113601
113604
113605
113606
113609
113617
113624
113629
113917
113923
113927
113929
113931
113939
113940
113941
113945
114330
114331
114618
114621
114622
114623
114625
114626
114629
114633
114636
114640
114641
114652
114653
114658
114659
114661
115386
115387
115388
115391
115393
115394
115396
115399
115400
115402
115403
115408
115410
115412
115417
115424
115428
115433
115435
115437
116513
116514
116515
116516
116518
116519
116520
116522
116524
116525
116527
116528
116534
116536
116537
116542
116550
116551
116552
116553
116558
116559
116563
116569
116573
116575
116579
116581
116583
116590
116595
117002
117003
117011
117012
117020
117034
117036
117037
117038
117041
117045
117606
117622
117624
117627
117628
117633
117650
117654
118125
118126
118127
118223
118937
118938
118940
118941
118942
118943
118944
118946
118949
118950
118951
118957
118958
118960
118962
118965
118967
118971
118973
118974
118975
118977
118979
118985
118990
118992
118998
119005
119008
119010
119014
119016
119020
119818
119819
119820
119822
119824
119828
119832
119833
119835
119851
119854
120324
120326
120329
120335
120340
120724
120727
120728
120731
120732
120733
120738
120739
120741
120743
121221
121222
121223
121225
121237
121241
121245
121251
121392
121722
121724
121726
121730
121732
121738
121741
121746
121748
121752
121753
121757
121758
121759
122150
122376
122377
122908
122912
122926
122932
122938
123278
123280
123286
123287
123295
123301
123303
123308
123312
123315
123317
123319
123599
123604
123607
123609
123611
123613
123614
123615
123617
123904
123908
123909
123913
123916
123921
123927
123930
123931
123934
124207
124474
124476
124477
124481
124484
124486
124487
124866
124868
124872
124873
124876
124881
124883
124884
124885
124888
124892
124893
125317
125318
125320
125329
125331
125333
125334
125336
125337
125338
125341
125343
125344
125346
125347
125348
125352
125355
125357
125359
125360
125366
125367
125370
125372
125374
125376
125377
125378
125380
125382
125386
125387
125389
125391
125392
125393
125394
125396
125397
125399
125400
125404
125405
125406
125407
125414
125416
125420
125422
125429
125432
125435
125437
125443
125447
125772
125773
125775
125778
125780
125784
125791
126104
126105
126111
126112
126114
126115
126118
126121
126122
126130
126134
126135
126136
126143
126150
126151
126512
126513
126517
126518
126519
126523
126524
126528
126533
126536
126620
130244
130278
130283
130286
130323
130398
130826
130857
131026
131042
131121
131128
131131
131148
131158
131165
131170
131261
131268
131342
131343
131351
131435
131567
131778
131937
131978
131981
132048
132066
132095
132099
132119
132738
132760
132774
132791
133348
133425
133439
133443
133447
133453
133517
133533
133596
133633
133964
134010
134084
134091
134116
134175
134192
134243
134417
134424
134429
134469
134585
134591
134627
134809
134902
134932
135219
135321
135366
135390
135418
135596
135689
135858
135988
135995
136000
136014
136015
136098
136112
136117
136143
136153
136162
136226
136503
136747
136817
136947
137273
137318
137327
137502
137802
137809
138101
138471
138516
138768
138771
139071
139235
139239
139331
139703
139803
139826
139882
140236
140491
140962
143037
143048
144178
144248
144549
144804
144805
144806
145195
146605
146748
147083
147272
147296
147313
147331
147366
147455
147700
147783
147986
148190
148324
148401
148564
