URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code)
100034,202,Camden,3370,Kentish Town Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,1,Has Special Classes,16-01-2020,237,133,104,27.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10069857,,Not applicable,08-12-2017,0,Not applicable,10-02-2021,Islip Street,,,London,,NW5 2TU,http://www.kentishtown.camden.sch.uk/,2074851279,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,PD - Physical Disability,,,,,,,,,,,,Resourced provision,21,21,,,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529113,185066,,Camden 003,Camden 003C,,,,,,999,,,Outstanding,North-West London and South-Central England,,5090705,,0,Not applicable,0,Not applicable,,,E02000168,E01000921
100035,202,Camden,3391,Rosary Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,360,2,No Special Classes,16-01-2020,309,159,150,24.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10076020,,Not applicable,07-02-2017,0,Not applicable,07-04-2021,238 Haverstock Hill,Hampstead,,London,,NW3 2AE,http://www.rosary.camden.sch.uk/,2077946292,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000007,Camden,E05000135,Hampstead Town,E14000727,Hampstead and Kilburn,A1,(England/Wales) Urban major conurbation,E09000007,527199,185281,,Camden 008,Camden 008E,,,,,,999,,,Good,North-West London and South-Central England,,5105233,,0,Not applicable,0,Not applicable,,,E02000173,E01000898
100036,202,Camden,3398,St Alban's Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,2,No Special Classes,16-01-2020,198,93,105,34.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10079316,,Not applicable,03-04-2019,0,Not applicable,06-05-2021,Baldwins Gardens,Holborn,,London,,EC1N 7SD,www.stalbanscamden.co.uk,2072428585,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,531156,181834,,Camden 027,Camden 027C,,,,,,999,,,Good,North-West London and South-Central England,,5090637,,0,Not applicable,0,Not applicable,,,E02000192,E01000917
100037,202,Camden,3400,St Aloysius Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,01-01-1900,2,Closure,31-12-2019,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,450,2,No Special Classes,17-01-2019,260,138,122,34.6,0,Not applicable,,,Not applicable,,Not under a federation,,,10076019,,Not applicable,21-03-2018,0,Not applicable,07-01-2020,Aldenham Street,,,London,,NW1 1PS,http://www.acps.camden.sch.uk/,,,,,Executive Head,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529505,183062,,Camden 022,Camden 022D,,,,,,999,,,Requires improvement,North-West London and South-Central England,,5090614,,0,Not applicable,0,Not applicable,,,E02000187,E01000955
100038,202,Camden,3401,St Aloysius Roman Catholic Infant School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,,1,Result of Amalgamation/Merger,31-12-2016,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,,0,Not applicable,14-11-2018,28 Phoenix Road,,,London,,NW1 1TA,http://www.staloysiusinf.camden.sch.uk/,,,,,Executive Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529641,182910,,Camden 022,Camden 022D,,,,,,999,,,,North-West London and South-Central England,,5019560,,0,Not applicable,0,Not applicable,,,E02000187,E01000955
100039,202,Camden,3429,St Dominic's Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,336,2,No Special Classes,16-01-2020,186,85,101,42.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10076018,,Not applicable,03-05-2018,0,Not applicable,11-05-2021,Southampton Road,,,London,,NW5 4JS,http://www.stdominics.camden.sch.uk/,2074855918,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000134,Gospel Oak,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,527842,185252,,Camden 006,Camden 006D,,,,,,999,,,Good,North-West London and South-Central England,,5131187,,0,Not applicable,0,Not applicable,,,E02000171,E01000892
100040,202,Camden,3441,St George the Martyr Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,2,No Special Classes,16-01-2020,222,99,123,26.5,0,Not applicable,,,Not applicable,,Not under a federation,,,10079315,,Not applicable,15-11-2013,0,Not applicable,18-03-2021,John's Mews,,,London,,WC1N 2NX,http://www.stgeorge.camden.sch.uk/,2074055640,,,,Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,530763,182065,,Camden 027,Camden 027D,,,,,,999,,,Outstanding,North-West London and South-Central England,,5109944,,0,Not applicable,0,Not applicable,,,E02000192,E01000920
100041,202,Camden,3482,St Josephs Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,236,2,No Special Classes,16-01-2020,194,96,98,28.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10076017,,Not applicable,11-10-2018,0,Not applicable,31-03-2021,Macklin Street,Covent Garden,,London,,WC2B 5NA,http://www.stjosephs.camden.sch.uk/,2072427712,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000138,Holborn and Covent Garden,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,530415,181368,,Camden 028,Camden 028C,,,,,,999,,,Good,North-West London and South-Central England,,5090710,,0,Not applicable,0,Not applicable,,,E02000193,E01000918
100042,202,Camden,3517,St Mary's Kilburn Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,16-01-2020,227,116,111,36.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10079314,,Not applicable,28-11-2017,0,Not applicable,04-03-2021,Quex Road,Kilburn,,London,,NW6 4PG,http://www.stmarykilburn.camden.sch.uk/,2073726565,,,,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,Not applicable,,,,,H,London,E09000007,Camden,E05000140,Kilburn,E14000727,Hampstead and Kilburn,A1,(England/Wales) Urban major conurbation,E09000007,525389,183932,,Camden 020,Camden 020C,,,,,,999,,,Good,North-West London and South-Central England,,5060998,,0,Not applicable,0,Not applicable,,,E02000185,E01000933
100043,202,Camden,3521,St Mary and St Pancras Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,234,2,No Special Classes,16-01-2020,219,114,105,43.1,0,Not applicable,,,Not applicable,,Not under a federation,,,10079313,,Not applicable,28-03-2019,0,Not applicable,04-05-2021,81 Werrington Street,,,London,,NW1 1QP,www.stmp.camden.sch.uk,2073876117,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529495,183146,,Camden 022,Camden 022C,,,,,,999,,,Good,North-West London and South-Central England,,5083198,,0,Not applicable,0,Not applicable,,,E02000187,E01000954
100044,202,Camden,3546,St Michael's Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,16-01-2020,167,79,88,49.7,0,Not applicable,,,Not applicable,,Not under a federation,,,10046787,,Not applicable,07-12-2016,0,Not applicable,09-03-2021,88 Camden Street,,,London,,NW1 0JA,www.stmichaels.camden.sch.uk/,2074858965,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000130,Camden Town with Primrose Hill,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529204,183886,,Camden 019,Camden 019B,,,,,,999,,,Good,North-West London and South-Central England,,5090687,,0,Not applicable,0,Not applicable,,,E02000184,E01000861
100045,202,Camden,3560,St Patrick's Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210,2,No Special Classes,16-01-2020,211,121,90,45.9,0,Not applicable,,,Not applicable,,Not under a federation,,,10076016,,Not applicable,20-11-2019,0,Not applicable,17-03-2021,Holmes Road,,,London,,NW5 3AH,http://www.stpatricks.camden.sch.uk/,2072671200,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,528861,185010,,Camden 007,Camden 007E,,,,,,999,,,Good,North-West London and South-Central England,,5090698,,0,Not applicable,0,Not applicable,,,E02000172,E01000922
100046,202,Camden,3568,St Paul's Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,16-01-2020,206,96,110,22.3,0,Not applicable,,,Not applicable,,Not under a federation,,,10074738,,Not applicable,04-10-2016,0,Not applicable,27-04-2021,Elsworthy Road,Primrose Hill,,London,,NW3 3DS,http://www.stpauls.camden.sch.uk/,2077227381,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000144,Swiss Cottage,E14000727,Hampstead and Kilburn,A1,(England/Wales) Urban major conurbation,E09000007,527498,184129,,Camden 017,Camden 017D,,,,,,999,,,Good,North-West London and South-Central England,,5114710,,0,Not applicable,0,Not applicable,,,E02000182,E01000967
100047,202,Camden,3649,St Eugene de Mazenod Roman Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,,0,Not applicable,,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,210,2,No Special Classes,16-01-2020,203,91,112,32,0,Not applicable,,,Not applicable,,Not under a federation,,,10076015,,Not applicable,08-12-2010,0,Not applicable,17-03-2021,Mazenod Avenue,,,London,,NW6 4LS,http://www.steugene.camden.sch.uk/,2076244837,,,,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000007,Camden,E05000140,Kilburn,E14000727,Hampstead and Kilburn,A1,(England/Wales) Urban major conurbation,E09000007,525360,183998,,Camden 020,Camden 020C,,,,,,999,,,Outstanding,North-West London and South-Central England,,5144612,,0,Not applicable,0,Not applicable,,,E02000185,E01000933
402384,674,Rhondda Cynon Taf,2386,Cymmer Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2016,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,High Street,Cymmer,,Rhondda Cynon Taf,,CF39 9EY,,1443682168,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000016,Rhondda Cynon Taf,W05000666,Cymmer,W07000052,Rhondda,C1,(England/Wales) Urban city and town,W06000016,,,,Rhondda Cynon Taf 020,Rhondda Cynon Taf 020C,,,,,,999,,,,,,200002936321,,0,Not applicable,0,Not applicable,,,W02000271,W01001174
402385,665,Wrexham,2281,Borras Park Community Primary School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2016,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Borras Park Road,Borras Park,,Wrexham,,LL12 7TH,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000006,Wrexham,W05000911,Rhosnesni,W07000044,Wrexham,C1,(England/Wales) Urban city and town,W06000006,,,,Wrexham 007,Wrexham 007C,,,,,,999,,,,,,10004521191,,0,Not applicable,0,Not applicable,,,W02000084,W01000415
402386,669,Carmarthenshire,2395,Ysgol Pen Rhos,30,Welsh establishment,6,Welsh schools,4,Proposed to open,99,,,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,6,None,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,16-09-2016,Lakefield Road,Llanelli,,,,SA15 2TS,,1554773843,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000010,Carmarthenshire,W05000513,Tyisha,W07000045,Llanelli,C1,(England/Wales) Urban city and town,W06000010,,,,Carmarthenshire 026,Carmarthenshire 026D,,,,,,999,,,,,,200002956454,,0,Not applicable,0,Not applicable,,,W02000167,W01000732
402387,681,Cardiff,2332,Ysgol Gynradd Gymraeg Hamadryad,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2016,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,19-02-2019,Hamadryad Road,,,Caerdydd,,CF10 5UY,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000015,Cardiff,W05000854,Butetown,W07000080,Cardiff South and Penarth,C1,(England/Wales) Urban city and town,W06000015,318443,174366,,Cardiff 049,Cardiff 049B,,,,,,999,,,,,United Kingdom,10002512017,,0,Not applicable,0,Not applicable,,,W02000423,W01001942
402388,676,Caerphilly,4104,Islwyn High School,30,Welsh establishment,6,Welsh schools,1,Open,6,New Provision,01-09-2016,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10062667,,,,0,Not applicable,01-08-2018,Penmaen Road,Oakdale,,Blackwood,,NP12 0DT,,1495233600,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000018,Caerphilly,W05000925,Penmaen,W07000077,Islwyn,C1,(England/Wales) Urban city and town,W06000018,,,,Caerphilly 009,Caerphilly 009D,,,,,,999,,,,,,43086036,,0,Not applicable,0,Not applicable,,,W02000298,W01001392
402389,664,Flintshire,2272,Ysgol Maes-Y-Felin,30,Welsh establishment,6,Welsh schools,1,Open,99,,,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,20-10-2020,Pen Y Maes Road,Holywell,,Flintshire,Flintshire (Sir y Fflint),CH8 7EN,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000005,Flintshire,W05000211,Holywell Central,W07000042,Delyn,C1,(England/Wales) Urban city and town,W06000005,,,,Flintshire 003,Flintshire 003E,,,,,,999,,,,,,10090466059,,0,Not applicable,0,Not applicable,,,W02000060,W01000304
402390,662,Conwy,2274,Ysgol Awel y Mynydd,30,Welsh establishment,6,Welsh schools,1,Open,99,,,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Broad Street,Cyffordd Llandudno,,Conwy,Conwy,LL31 9HG,,1492584631,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000003,Conwy,W05000915,Marl,W07000058,Aberconwy,C1,(England/Wales) Urban city and town,W06000003,,,,Conwy 006,Conwy 006D,,,,,,999,,,,,,10023132787,,0,Not applicable,0,Not applicable,,,W02000032,W01000166
402391,681,Cardiff,4075,Cardiff West Community High School,30,Welsh establishment,6,Welsh schools,1,Open,1,Result of Amalgamation,01-09-2017,99,,,0,Not applicable,11,19,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065688,,,,0,Not applicable,15-05-2019,Penally Road,,,Cardiff,,CF5 5XP,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000015,Cardiff,W05000855,Caerau,W07000079,Cardiff West,C1,(England/Wales) Urban city and town,W06000015,314472,175814,,Cardiff 041,Cardiff 041C,,,,,,999,,,,,United Kingdom,100101043112,,0,Not applicable,0,Not applicable,,,W02000407,W01001707
402393,666,Powys,6052,Summergil House School,30,Welsh establishment,6,Welsh schools,1,Open,99,,,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,07-08-2018,Walton,,,Presteigne,Powys,LD8 2PT,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000023,Powys,W05000340,Old Radnor,W07000068,Brecon and Radnorshire,F2,(England/Wales) Rural hamlet and isolated dwellings in a sparse setting,W06000023,,,,Powys 011,Powys 011E,,,,,,999,,,,,,10011741775,,0,Not applicable,0,Not applicable,,,W02000107,W01000484
402394,681,Cardiff,6101,Cardiff Sixth Form College,30,Welsh establishment,6,Welsh schools,1,Open,99,,21-04-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,18-02-2020,1-3 Trinity Court,21-27 Newport Road,,Cardiff,Cardiff (Caerdydd),CF24 0AA,,2920493121,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000015,Cardiff,W05000873,Plasnewydd,W07000050,Cardiff Central,C1,(England/Wales) Urban city and town,W06000015,,,,Cardiff 033,Cardiff 033F,,,,,,999,,,,,,10002507162,,0,Not applicable,0,Not applicable,,,W02000399,W01001835
402395,673,Vale of Glamorgan,3373,St Helen's Catholic Primary School,30,Welsh establishment,6,Welsh schools,1,Open,99,,,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,,,0,Not applicable,01-08-2018,Maes-Y-Cwm Street,,,Barry,,CF63 4EH,,1446732834,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000014,Vale of Glamorgan,W05000633,Buttrills,W07000078,Vale of Glamorgan,C1,(England/Wales) Urban city and town,W06000014,,,,The Vale of Glamorgan 012,The Vale of Glamorgan 012A,,,,,,999,,,,,,64039158,,0,Not applicable,0,Not applicable,,,W02000248,W01001063
402396,667,Ceredigion,2373,Ysgol Dyffryn Cledlyn,30,Welsh establishment,6,Welsh schools,2,Closed,99,,01-09-2017,2,Closure,31-08-2019,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065262,,,,0,Not applicable,07-10-2019,Drefach,Llanybydder,,Ceredigion,,SA40 9SX,,,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000008,Ceredigion,W05000386,Llanwenog,W07000064,Ceredigion,E2,(England/Wales) Rural village in a sparse setting,W06000008,,,,Ceredigion 008,Ceredigion 008E,,,,,,999,,,,,,49076736,,0,Not applicable,0,Not applicable,,,W02000123,W01000541
402397,671,Neath Port Talbot,5501,Ysgol Gymraeg Ystalyfera Bro Dur,30,Welsh establishment,6,Welsh schools,1,Open,99,,01-09-2017,99,,,0,Not applicable,,,9,,Not applicable,0,Not applicable,9,,99,,None,0,Not applicable,9,,,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10065263,,,,0,Not applicable,01-08-2018,Glan Yr Afon,Ystalyfera,,Swansea,Swansea (Abertawe),SA9 2JJ,,1639842129,,,,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,W,Wales (pseudo),W06000012,Neath Port Talbot,W05000592,Ystalyfera,W07000069,Neath,C1,(England/Wales) Urban city and town,W06000012,,,,Neath Port Talbot 020,Neath Port Talbot 020F,,,,,,999,,,,,,10009185182,,0,Not applicable,0,Not applicable,,,W02000417,W01000973
