LA,Ofsted URN,URN
Somerset,EY494859,690487
Somerset,EY492661,690494
Somerset,142607,690495
Somerset,EY441394,690500
Somerset,EY428502,690505
Somerset,EY290009,690513
Somerset,EY467276,690517
Somerset,EY539096,690536
Somerset,EY426914,690540
Somerset,EY458204,690542
Somerset,EY541519,690543
Somerset,EY493223,690547
Somerset,EY342651,690548
Somerset,EY489385,690550
Somerset,EY435861,690558
Somerset,EY294691,690562
Somerset,EY548889,690566
Somerset,EY549780,690569
Somerset,EY487106,690571
Somerset,142287,690575
Somerset,EY415373,690582
Somerset,EY554234,690584
Somerset,EY469318,690590
Somerset,EY486775,690595
Somerset,EY431167,690603
Somerset,EY345000,690606
Somerset,EY289470,690610
Somerset,EY546650,690640
Somerset,2555229,690642
Somerset,2544298,690643
Somerset,2522802,690648
Somerset,2566372,690649
Somerset,EY417694,690651
Somerset,2575411,690653
Somerset,EY284016,690654
Somerset,EY500940,690661
Somerset,EY483628,690669
Somerset,2613898,690676
Somerset,510393,690677
Somerset,2551946,690678
Somerset,EY554922,690685
Somerset,2638028,690688
Somerset,2641543,690689
Somerset,2641137,690693
Somerset,2640434,690698
Somerset,2667656,690705
Somerset,2683594,690713
Somerset,EY426691,690721
Somerset,2700738,690728
Somerset,2688723,690729
Somerset,2706498,690738
Somerset,EY345316,690745
Somerset,2723926,690748
Suffolk,EY373713,691942
Suffolk,EY236555,691946
Suffolk,EY268571,691950
Suffolk,EY321576,691954
Suffolk,EY303317,691955
Suffolk,250654,691962
Suffolk,EY250711,691963
Suffolk,251079,691968
Suffolk,251114,691969
Suffolk,EY236606,691979
Suffolk,EY251141,691980
Suffolk,EY446672,691983
Suffolk,EY251015,691984
Suffolk,EY226043,691991
Suffolk,EY255755,692004
Suffolk,251323,692008
Suffolk,250785,692013
Suffolk,EY384308,692023
Suffolk,EY217647,692024
Suffolk,EY101535,692026
Suffolk,EY406264,692034
Suffolk,EY398869,692037
Suffolk,EY251226,692038
Suffolk,EY414964,692048
Suffolk,EY330666,692050
Suffolk,EY358177,692054
Suffolk,EY316191,692058
Suffolk,250809,692062
Suffolk,EY355500,692064
Suffolk,EY299143,692071
Suffolk,EY251157,692074
Suffolk,EY335630,692076
Suffolk,EY310354,692077
Suffolk,EY374496,692084
Suffolk,EY231062,692085
Suffolk,EY435762,692091
Suffolk,EY462031,692092
Suffolk,250694,692093
Suffolk,EY318728,692097
Suffolk,EY336862,692098
Suffolk,EY304537,692102
Suffolk,EY433101,692108
Suffolk,EY482842,692127
Suffolk,EY415694,692130
Suffolk,EY490163,692137
Suffolk,EY365659,692139
Suffolk,EY266051,692143
Suffolk,EY356757,692145
Suffolk,EY493256,692148
Suffolk,EY299245,692159
Suffolk,250844,692160
Suffolk,EY367027,692167
Suffolk,EY384133,692168
Suffolk,EY302001,692169
Suffolk,EY480260,692179
Suffolk,EY365212,692181
Suffolk,250798,692186
Suffolk,EY379645,692188
Suffolk,EY500973,692191
Suffolk,EY2654650,692195
Suffolk,251168,692205
Suffolk,EY463568,692210
Suffolk,EY539131,692212
Suffolk,EY481984,692214
Suffolk,EY429936,692217
Suffolk,EY537023,692218
Suffolk,EY332486,692228
Suffolk,251183,692232
Suffolk,EY453148,692234
Suffolk,EY314895,692241
Suffolk,EY361632,692242
Suffolk,EY447910,692243
Suffolk,250880,692245
Suffolk,251274,692248
Suffolk,251277,692250
Suffolk,EY546130,692256
Suffolk,CA000026,692257
Suffolk,250676,692262
Suffolk,EY550498,692269
Suffolk,EY500667,692270
Suffolk,EY275381,692272
Suffolk,2757911,692279
Suffolk,EY554937,692284
Suffolk,EY363401,692287
Suffolk,EY557220,692291
Suffolk,251199,692292
Suffolk,EY561017,692302
Suffolk,EY413805,692305
Suffolk,EY250791,692306
Suffolk,2756932,692312
Suffolk,EY346650,692319
Suffolk,2499612,692326
Suffolk,EY446013,692327
Suffolk,2527862,692331
Suffolk,EY562189,692340
Suffolk,EY2523877,692341
Suffolk,EY542985,692350
Suffolk,2533221,692351
Suffolk,EY2564209,692360
Suffolk,EY408999,692361
Suffolk,250766,692362
Suffolk,251094,692366
Suffolk,2600913,692376
Suffolk,2609797,692379
Suffolk,2618205,692384
Suffolk,250650,692385
Suffolk,2583857,692387
Suffolk,2631624,692394
Suffolk,2637360,692398
Suffolk,EY465275,692405
Suffolk,2545362,692406
Suffolk,2654659,692407
Suffolk,EY285366,692417
Suffolk,EY3847746,692419
Suffolk,2681910,692423
Suffolk,2704114,692426
Suffolk,EY548515,692428
Suffolk,2732503,692433
Suffolk,250724,692434
Suffolk,2580339,692436
Suffolk,2747784,692439
Suffolk,2758318,692446
Surrey,EY446332,693467
Surrey,EY460380,693487
Surrey,EY459636,693493
Surrey,EY411466,693518
Surrey,507347,693520
Surrey,EY347730,693522
Surrey,121330,693528
Surrey,EY447385,693529
Surrey,EY463630,693531
Surrey,121612,693532
Surrey,EY406493,693545
Surrey,EY219044,693546
Surrey,EY432151,693550
Surrey,EY253377,693556
Surrey,EY443605,693588
Surrey,EY394867,693589
Surrey,EY408606,693593
Surrey,EY385832,693598
Surrey,EY331999,693601
Surrey,EY356242,693604
Surrey,EY443133,693623
Surrey,122385,693631
Surrey,EY267136,693635
Surrey,EY276430,693653
Surrey,EY469646,693657
Surrey,EY476426,693663
Surrey,507585,693669
Surrey,EY484364,693675
Surrey,120533,693693
Surrey,160423,693696
Surrey,EY444998,693707
Surrey,507434,693712
Surrey,EY376562,693713
Surrey,EY485519,693716
Surrey,EY413865,693717
Surrey,EY487512,693719
Surrey,EY313581,693721
Surrey,EY460026,693724
Surrey,EY306057,693727
Surrey,EY424051,693731
Surrey,EY470977,693734
Surrey,EY445573,693735
Surrey,507278,693739
Surrey,EY410494,693741
Surrey,EY487525,693743
Surrey,121771,693753
Surrey,EY437640,693760
Surrey,EY430644,693761
Surrey,EY301098,693769
Surrey,EY261049,693772
Surrey,121057,693773
Surrey,EY424026,693778
Surrey,120357,693784
Surrey,160440,693792
Surrey,EY436924,693796
Surrey,EY433616,693797
Surrey,EY357507,693799
Surrey,EY433315,693804
Surrey,EY266522,693807
Surrey,EY320700,693810
Surrey,EY360425,693811
Surrey,EY367944,693812
Surrey,121299,693816
Surrey,120664,693829
Surrey,EY233906,693831
Surrey,EY306591,693833
Surrey,EY302674,693835
Surrey,EY427136,693840
Surrey,EY360782,693843
Surrey,EY479923,693845
Surrey,160433,693852
Surrey,120826,693864
Surrey,EY492046,693871
Surrey,EY341116,693882
Surrey,EY457674,693893
Surrey,EY428417,693895
Surrey,120744,693901
Surrey,EY304226,693905
Surrey,EY415725,693915
Surrey,153240,693917
Surrey,EY393375,693921
Surrey,EY453754,693923
Surrey,EY369620,693927
Surrey,EY387736,693928
Surrey,EY418822,693930
Surrey,EY473066,693931
Surrey,EY292118,693932
Surrey,EY393844,693942
Surrey,EY487156,693943
Surrey,EY445577,693951
Surrey,EY393000,693960
Surrey,507396,693975
Surrey,EY497347,693979
Surrey,EY498020,693981
Surrey,EY432818,693985
Surrey,EY475691,693992
Surrey,EY477802,693994
Surrey,EY408512,694000
Surrey,EY349940,694007
Surrey,EY435941,694009
Surrey,EY405949,694010
Surrey,EY289661,694018
Surrey,EY499811,694020
Surrey,EY466305,694023
Surrey,EY429939,694031
Surrey,EY363165,694038
Surrey,EY310516,694040
Surrey,EY377002,694044
Surrey,160378,694049
Surrey,EY312438,694058
Surrey,153776,694059
Surrey,116064,694060
Surrey,EY362636,694069
Surrey,121495,694071
Surrey,EY422153,694074
Surrey,EY451173,694075
Surrey,EY362752,694077
Surrey,EY445416,694080
Surrey,160412,694082
Surrey,EY377818,694095
Surrey,EY333014,694097
Surrey,507551,694098
Surrey,134797,694108
Surrey,EY317028,694113
Surrey,120609,694115
Surrey,EY276785,694117
Surrey,EY359206,694120
Surrey,EY371965,694121
Surrey,EY236476,694125
Surrey,EY393676,694126
Surrey,122340,694129
Surrey,EY361363,694131
Surrey,EY470885,694145
Surrey,EY284371,694148
Surrey,EY260648,694165
Surrey,EY412221,694168
Surrey,EY383160,694174
Surrey,EY436742,694175
Surrey,EY482712,694177
Surrey,EY357610,694182
Surrey,EY477260,694183
Surrey,EY413136,694184
Surrey,EY442047,694190
Surrey,EY539090,694197
Surrey,EY500411,694201
Surrey,EY418201,694205
Surrey,EY471762,694238
Surrey,121313,694241
Surrey,120481,694245
Surrey,EY489559,694247
Surrey,EY387669,694248
Surrey,EY536428,694256
Surrey,120628,694257
Surrey,EY368105,694271
Surrey,EY546299,694275
Surrey,EY431753,694278
Surrey,Ey364593,694280
Surrey,EY388894,694287
Surrey,EY422457,694292
Surrey,120474,694301
Surrey,EY540935,694303
Surrey,EY361483,694306
Surrey,EY541065,694307
Surrey,EY475887,694320
Surrey,EY479533,694322
Surrey,EY285341,694325
Surrey,EY456893,694327
Surrey,EY545938,694335
Surrey,EY545228,694343
Surrey,EY449789,694345
Surrey,EY475128,694346
Surrey,EY550357,694357
Surrey,EY545540,694364
Surrey,EY349871,694381
Surrey,EY438598,694389
Surrey,EY545846,694390
Surrey,EY547519,694396
Surrey,EY296635,694398
Surrey,EY445142,694404
Surrey,EY432448,694413
Surrey,EY490098,694415
Surrey,EY553135,694417
Surrey,EY257813,694434
Surrey,507239,694440
Surrey,EY550827,694443
Surrey,EY492088,694445
Surrey,EY465688,694456
Surrey,EY481867,694457
Surrey,EY551481,694460
Surrey,EY537699,694467
Surrey,EY160582,694471
Surrey,EY555922,694475
Surrey,EY554137,694483
Surrey,EY549733,694485
Surrey,EY407763,694486
Surrey,EY229840,694490
Surrey,121575,694495
Surrey,EY541846,694496
Surrey,EY556022,694497
Surrey,EY483887,694498
Surrey,EY412276,694503
Surrey,EY472748,694507
Surrey,EY385650,694509
Surrey,EY558844,694513
Surrey,EY473851,694518
Surrey,EY452738,694519
Surrey,EY407882,694524
Surrey,EY560467,694540
Surrey,EY498689,694542
Surrey,EY428264,694543
Surrey,EY498505,694545
Surrey,EY260116,694549
Surrey,EY561989,694553
Surrey,EY561597,694555
Surrey,EY561861,694556
Surrey,EY461480,694561
Surrey,EY427253,694563
Surrey,EY552079,694566
Surrey,EY487872,694567
Surrey,EY551050,694571
Surrey,EY425668,694572
Surrey,EY561318,694576
Surrey,EY563725,694577
Surrey,EY480686,694578
Surrey,EY558433,694580
Surrey,EY241339,694593
Surrey,EY538768,694595
Surrey,EY397262,694599
Surrey,2501073,694605
Surrey,EY492233,694607
Surrey,EY433539,694609
Surrey,EY380090,694610
Surrey,EY476203,694611
Surrey,EY558612,694628
Surrey,EY482902,694630
Surrey,EY450031,694631
Surrey,EY557215,694632
Surrey,2504832,694643
Surrey,EY494349,694649
Surrey,EY479486,694655
Surrey,EY550744,694657
Surrey,EY543747,694666
Surrey,EY334744,694676
Surrey,EY464056,694679
Surrey,EY554372,694683
Surrey,121728,694686
Surrey,2539137,694689
Surrey,EY540366,694700
Surrey,2520837,694706
Surrey,2504816,694707
Surrey,EY447730,694713
Surrey,2534114,694714
Surrey,2548722,694719
Surrey,EY469957,694723
Surrey,EY447564,694726
Surrey,EY493059,694732
Surrey,2549221,694738
Surrey,EY550839,694750
Surrey,2555788,694764
Surrey,EY561329,694769
Surrey,EY456142,694770
Surrey,EY447135,694776
Surrey,2544499,694778
Surrey,2529488,694784
Surrey,EY476725,694788
Surrey,2592344,694792
Surrey,EY120929,694795
Surrey,2538680,694800
Surrey,120348,694801
Surrey,121481,694824
Surrey,EY498168,694828
Surrey,EY553890,694831
Surrey,EY351612,694832
Surrey,2598063,694837
Surrey,2632842,694859
Surrey,2634672,694863
Surrey,2616875,694865
Surrey,2575514,694866
Surrey,131885,694881
Surrey,EY500770,694889
Surrey,2643123,694892
Surrey,2692814,694900
Surrey,2577742,694907
Surrey,2757677,694908
Surrey,2700244,694910
Surrey,2765562,694913
Surrey,TY1123021,694917
Surrey,SCA170169,694918
Surrey,122388,695001
Surrey,EY401017,695004
Surrey,EY407835,695007
Surrey,EY388826,695020
Surrey,160478,695028
Surrey,EY392086,695037
Surrey,EY432500,695040
Surrey,EY305952,695055
Surrey,507522,695061
Surrey,121580,695067
Surrey,EY338447,695068
Surrey,EY431182,695073
Surrey,EY256622,695075
Surrey,EY444058,695082
Surrey,120805,695088
Surrey,EY350106,695089
Surrey,EY479916,695103
Surrey,EY357105,695107
Surrey,EY399594,695112
Surrey,EY231029,695122
Surrey,EY537656,695137
Surrey,EY482791,695140
Surrey,EY471879,695141
Surrey,EY492962,695143
Surrey,EY424069,695152
Surrey,2545462,695164
Surrey,EY557280,695177
Surrey,EY318454,695183
Surrey,2624795,695189
Surrey,121135,695191
Surrey,2627410,695194
Surrey,2537088,695195
Surrey,121664,695203
Surrey,2663224,695205
Surrey,2646873,695208
Surrey,2613297,695213
Surrey,2643100,695215
Surrey,EY482167,695218
Surrey,2652735,695221
Surrey,121654,695224
Surrey,EY547133,695230
Surrey,EY378689,695231
Surrey,EY492173,695242
Surrey,EY542930,695247
Surrey,2697463,695268
Surrey,EY425241,695282
Surrey,2567750,695283
Surrey,2706892,695286
Surrey,EY351382,695291
Surrey,2681296,695292
Surrey,2677016,695301
Surrey,2533335,695304
Surrey,2665704,695306
Surrey,2645862,695308
Surrey,2711446,695312
Surrey,2686748,695314
Surrey,2697705,695315
Surrey,2717907,695318
Surrey,2589721,695330
Surrey,2635590,695332
Surrey,TY0522018,695335
Surrey,EY552505,695336
Surrey,EY495391,695341
Surrey,2692095,695345
Surrey,2625359,695347
Surrey,EY543383,695356
Surrey,EY478440,695369
Surrey,SCA170148,695371
Surrey,2741757,695372
Surrey,EY423422,695376
Surrey,EY454362,695379
Warwickshire,EY276558,696081
Warwickshire,EY398779,696092
Warwickshire,EY299214,696097
Warwickshire,201186,696098
Warwickshire,EY410264,696099
Warwickshire,EY420724,696102
Warwickshire,268407,696103
Warwickshire,201573,696110
Warwickshire,EY450597,696126
Warwickshire,EY418682,696134
Warwickshire,EY385897,696135
Warwickshire,EY2765861,696138
Warwickshire,EY257460,696139
Warwickshire,EY343533,696140
Warwickshire,EY104412,696144
Warwickshire,EY334301,696146
Warwickshire,EY359026,696147
Warwickshire,EY292837,696157
Warwickshire,EY260053,696159
Warwickshire,EY400994,696163
Warwickshire,EY366492,696168
Warwickshire,EY483223,696173
Warwickshire,EY304288,696176
Warwickshire,EY365388,696179
Warwickshire,EY387106,696203
Warwickshire,EY452580,696208
Warwickshire,201675,696214
Warwickshire,EY301242,696220
Warwickshire,EY337268,696225
Warwickshire,EY495846,696230
Warwickshire,EY473731,696233
Warwickshire,201087,696238
Warwickshire,EY364902,696250
Warwickshire,EY399754,696260
Warwickshire,EY394434,696261
Warwickshire,268377,696262
Warwickshire,EY363028,696263
Warwickshire,EY218463,696264
Warwickshire,EY467546,696266
Warwickshire,EY447450,696270
Warwickshire,EY399292,696271
Warwickshire,EY486988,696275
Warwickshire,EY495417,696282
Warwickshire,EY366212,696289
Warwickshire,EY410149,696291
Warwickshire,EY424070,696293
Warwickshire,EY412130,696296
Warwickshire,EY249058,696298
Warwickshire,268488,696299
Warwickshire,201725,696303
Warwickshire,EY227558,696304
Warwickshire,EY366016,696318
Warwickshire,EY284287,696326
Warwickshire,201333,696329
Warwickshire,EY480478,696331
Warwickshire,EY493862,696336
Warwickshire,EY486859,696342
Warwickshire,201610,696354
Warwickshire,EY549565,696360
Warwickshire,EY491505,696362
Warwickshire,EY296549,696366
Warwickshire,EY474530,696369
Warwickshire,EY454419,696371
Warwickshire,EY299010,696372
Warwickshire,EY487487,696374
Warwickshire,EY357707,696377
Warwickshire,EY556072,696381
Warwickshire,257525,696383
Warwickshire,EY491067,696386
Warwickshire,EY478901,696387
Warwickshire,EY444735,696391
Warwickshire,EY561891,696418
Warwickshire,EY364563,696419
Warwickshire,HCEY00244,696420
Warwickshire,EY424121,696427
Warwickshire,EY482693,696430
Warwickshire,2501099,696437
Warwickshire,201157,696442
Warwickshire,EY286569,696444
Warwickshire,EY555725,696448
Warwickshire,EY562932,696453
Warwickshire,EY539849,696455
Warwickshire,EY100568,696465
Warwickshire,2501016,696471
Warwickshire,2539806,696474
Warwickshire,EY301137,696475
Warwickshire,2556742,696480
Warwickshire,201340,696481
Warwickshire,2523387,696482
Warwickshire,EY290244,696484
Warwickshire,EY392463,696485
Warwickshire,2531622,696487
Warwickshire,EY549268,696488
Warwickshire,EY542569,696493
Warwickshire,2583519,696494
Warwickshire,EY446011,696496
Warwickshire,EY472231,696501
Warwickshire,2538017,696507
Warwickshire,EY363183,696510
Warwickshire,EY422490,696516
Warwickshire,268348,696521
Warwickshire,2627287,696523
Warwickshire,2620135,696524
Warwickshire,2535664,696525
Warwickshire,2610623,696526
Warwickshire,201738,696527
Warwickshire,EY287502,696530
Warwickshire,EY316148,696532
Warwickshire,2633140,696535
Warwickshire,2581685,696540
Warwickshire,2645812,696542
Warwickshire,2546997,696543
Warwickshire,EY422347,696546
Warwickshire,2580174,696547
Warwickshire,EY448463,696552
Warwickshire,SCA170156,696556
Warwickshire,2634244,696560
Warwickshire,2648355,696561
Warwickshire,2671576,696563
Warwickshire,2660501,696564
Warwickshire,2688699,696570
Warwickshire,EY296477,696573
Warwickshire,SCA170157,696577
Warwickshire,2702352,696578
Warwickshire,2671840,696582
Warwickshire,2724142,696584
Warwickshire,2614127,696586
Warwickshire,TY0623003,696590
West Sussex,EY367269,697248
West Sussex,EY253955,697253
West Sussex,114306,697256
West Sussex,EY382117,697263
West Sussex,EY252611,697272
West Sussex,EY269535,697278
West Sussex,EY403341,697283
West Sussex,EY367769,697285
West Sussex,115185,697287
West Sussex,EY241618,697296
West Sussex,EY217586,697304
West Sussex,EY432525,697308
West Sussex,EY342420,697314
West Sussex,EY451562,697319
West Sussex,114816,697320
West Sussex,EY234354,697324
West Sussex,EY258084,697328
West Sussex,114730,697337
West Sussex,EY341602,697340
West Sussex,114353,697341
West Sussex,EY473013,697342
West Sussex,EY426832,697344
West Sussex,114846,697345
West Sussex,EY463481,697352
West Sussex,EY386960,697360
West Sussex,EY473646,697364
West Sussex,EY361587,697367
West Sussex,EY343715,697371
West Sussex,114707,697375
West Sussex,EY410460,697377
West Sussex,EY289662,697394
West Sussex,EY235360,697411
West Sussex,EY467448,697414
West Sussex,EY351351,697427
West Sussex,EY438837,697435
West Sussex,EY449408,697436
West Sussex,EY427249,697438
West Sussex,EY393408,697446
West Sussex,EY460724,697448
West Sussex,EY412198,697462
West Sussex,EY392621,697468
West Sussex,EY303581,697485
West Sussex,EY411728,697489
West Sussex,EY232573,697503
West Sussex,EY420596,697520
West Sussex,EY476204,697522
West Sussex,EY277818,697526
West Sussex,EY448917,697528
West Sussex,EY436171,697531
West Sussex,EY474287,697534
West Sussex,EY441510,697536
West Sussex,EY312921,697539
West Sussex,EY379982,697543
West Sussex,EY447249,697544
West Sussex,114842,697545
West Sussex,EY411880,697549
West Sussex,EY410570,697550
West Sussex,EY443248,697552
West Sussex,EY467498,697553
West Sussex,EY456690,697554
West Sussex,EY423736,697560
West Sussex,EY420360,697565
West Sussex,155435,697587
West Sussex,EY489704,697589
West Sussex,EY537684,697591
West Sussex,EY357810,697594
West Sussex,EY320661,697595
West Sussex,EY486418,697600
West Sussex,EY456126,697610
West Sussex,EY452837,697613
West Sussex,EY538515,697614
West Sussex,EY536750,697618
West Sussex,EY443200,697625
West Sussex,EY501851,697630
West Sussex,EY537431,697632
West Sussex,EY275326,697636
West Sussex,EY269322,697637
West Sussex,EY478669,697639
West Sussex,EY543564,697643
West Sussex,EY468906,697645
West Sussex,EY478937,697646
West Sussex,EY494575,697650
West Sussex,114549,697657
West Sussex,EY501547,697664
West Sussex,EY449210,697669
West Sussex,EY462887,697671
West Sussex,EY548457,697672
West Sussex,EY495245,697675
West Sussex,EY541228,697678
West Sussex,EY549782,697686
West Sussex,114677,697690
West Sussex,EY547551,697691
West Sussex,EY359257,697694
West Sussex,EY549783,697695
West Sussex,EY547200,697701
West Sussex,EY550575,697714
West Sussex,EY481585,697715
West Sussex,EY553347,697719
West Sussex,EY274510,697720
West Sussex,EY379200,697721
West Sussex,EY548051,697726
West Sussex,EY492029,697729
West Sussex,EY404236,697731
West Sussex,EY551587,697732
West Sussex,EY538678,697733
West Sussex,EY555331,697734
West Sussex,114459,697737
West Sussex,EY543404,697741
West Sussex,EY542500,697743
West Sussex,EY536033,697744
West Sussex,EY554184,697745
West Sussex,EY560762,697759
West Sussex,114120,697764
West Sussex,EY559143,697766
West Sussex,EY492313,697768
West Sussex,114323,697770
West Sussex,EY550099,697777
West Sussex,EY560155,697778
West Sussex,EY562681,697793
West Sussex,EY482907,697803
West Sussex,EY494677,697808
West Sussex,130989,697813
West Sussex,114612,697814
West Sussex,EY392124,697817
West Sussex,EY543209,697818
West Sussex,EY546781,697824
West Sussex,EY561944,697829
West Sussex,2511807,697830
West Sussex,EY480266,697834
West Sussex,EY545931,697835
West Sussex,EY535847,697836
West Sussex,110918,697839
West Sussex,EY542631,697840
West Sussex,EY562674,697841
West Sussex,EY560262,697850
West Sussex,EY439516,697860
West Sussex,EY423638,697867
West Sussex,EY387218,697878
West Sussex,EY417719,697880
West Sussex,EY421291,697882
West Sussex,EY219609,697887
West Sussex,EY489366,697889
West Sussex,EY429543,697890
West Sussex,2514841,697891
West Sussex,EY392792,697899
West Sussex,EY563327,697904
West Sussex,2546725,697906
West Sussex,2593437,697908
West Sussex,2518674,697911
West Sussex,2515744,697912
West Sussex,2545681,697913
West Sussex,EY412849,697917
West Sussex,2610107,697920
West Sussex,2561786,697924
West Sussex,2574638,697929
West Sussex,2605990,697933
West Sussex,2618302,697934
West Sussex,2651450,697937
West Sussex,999999,697938
West Sussex,999999,697941
West Sussex,EY552017,697942
West Sussex,2569042,697944
West Sussex,2638047,697945
West Sussex,2611605,697949
West Sussex,2622698,697956
West Sussex,2618176,697957
West Sussex,2756947,697958
West Sussex,2653386,697962
West Sussex,2515184,697965
West Sussex,2651040,697967
West Sussex,2648944,697968
West Sussex,2664069,697971
West Sussex,2618654,697974
West Sussex,2696690,697989
West Sussex,2698833,697994
West Sussex,2661219,697996
West Sussex,2649325,697997
West Sussex,2657937,698000
West Sussex,2529228,698009
West Sussex,EY343658,698016
West Sussex,2677276,698017
West Sussex,2685149,698020
West Sussex,EY482500,698023
West Sussex,2555275,698024
West Sussex,EY385148,698030
West Sussex,2730175,698033
West Sussex,2691491,698035
West Sussex,EY360851,698041
West Sussex,999999,698046
West Sussex,114576,698048
West Sussex,2730732,698050
West Sussex,EY392014,698054
West Sussex,EY548149,698057
West Sussex,2676006,698058
West Sussex,301156,698063
West Sussex,2756916,698064
West Sussex,999999,698071
Croydon,124413,699101
Croydon,124237,699106
Croydon,124764,699110
Croydon,EY365896,699118
Croydon,124306,699125
Croydon,EY376717,699126
Croydon,EY260423,699129
Croydon,158900,699131
Croydon,EY374352,699132
Croydon,124663,699133
Croydon,EY304762,699148
Croydon,EY408658,699163
Croydon,124486,699173
Croydon,EY319110,699184
Croydon,EY257547,699185
Croydon,EY245070,699186
Croydon,124263,699189
Croydon,EY416429,699190
Croydon,124356,699191
Croydon,EY407659,699202
Croydon,EY477094,699211
Croydon,EY242017,699213
Croydon,EY361447,699215
Croydon,EY342466,699216
Croydon,124534,699218
Croydon,EY358131,699221
Croydon,EY466889,699222
Croydon,EY415929,699224
Croydon,2625090,699227
Croydon,EY102210,699234
Croydon,EY260679,699236
Croydon,124279,699239
Croydon,EY442238,699248
Croydon,EY334012,699249
Croydon,EY464252,699250
Croydon,EY552559,699253
Croydon,EY415553,699256
Croydon,EY283619,699259
Croydon,EY307094,699261
Croydon,EY539690,699262
Croydon,EY260455,699263
Croydon,EY555709,699265
Croydon,EY425959,699269
Croydon,EY420832,699271
Croydon,EY541023,699273
Croydon,EY302062,699276
Croydon,EY560704,699278
Croydon,EY338162,699280
Croydon,2546675,699285
Croydon,2511771,699286
Croydon,EY444362,699292
Croydon,2600752,699293
Croydon,2530359,699294
Croydon,EY544666,699299
Croydon,EY561913,699300
Croydon,TY0620006,699301
Croydon,EY547385,699302
Croydon,EY491900,699303
Croydon,2555684,699304
Croydon,2635419,699305
Croydon,2625530,699306
Croydon,EY549581,699309
Croydon,2662150,699310
Croydon,2604902,699313
Croydon,EY252384,699316
Croydon,TY0522016,699321
Croydon,2586706,699323
Croydon,TY0421011,699324
Croydon,2676626,699325
Croydon,2756885,699326
Croydon,TY1021005,699327
Croydon,EY466235,699328
Croydon,EY435955,699329
Croydon,2545511,699331
Croydon,TY0421005,699332
Croydon,2725880,699333
Croydon,EY409211,699335
Croydon,2597098,699336
Croydon,2745491,699337
Croydon,2736612,699338
Croydon,2746938,699341
Croydon,EY559168,699343
Croydon,EY558552,699344
Croydon,2759414,699347
Westminster,EY135235,699421
Ealing,117815,700003
Ealing,EY454344,700006
Ealing,117748,700014
Ealing,EY272154,700019
Ealing,EY481134,700029
Ealing,EY233797,700037
Ealing,EY474461,700042
Ealing,EY289766,700043
Ealing,EY261076,700059
Ealing,EY554398,700062
Ealing,EY460172,700071
Ealing,EY217089,700080
Ealing,EY410161,700098
Greenwich,,700361
Greenwich,2687678,700362
Greenwich,,700364
Greenwich,2686026,700368
Greenwich,2686025,700369
Greenwich,,700370
Greenwich,2702425,700371
Greenwich,2688698,700372
Greenwich,2560918,700378
Greenwich,510726,700380
Lewisham,2635068,702573
Lewisham,702595,702595
Lewisham,2773259,702597
Wandsworth,EY416745,703687
Wandsworth,EY429105,703727
Wandsworth,EY313671,703741
Wandsworth,EY483568,703773
Wandsworth,EY497498,703791
Wandsworth,EY546850,703805
Wandsworth,38,703831
Wandsworth,2571964,703840
Wandsworth,2672631,703843
Westminster,2742867,704260
Westminster,EY155035,704266
Westminster,EY555221,704270
Westminster,EY430572,704275
Westminster,EY286074,704290
Westminster,EY2595253,704291
Westminster,EY2711194,704301
Westminster,EY2583186,704302
Westminster,311572,704589
Barking and Dagenham,CA000038,704598
Barking and Dagenham,2666945,704603
Barking and Dagenham,EY551188,704605
Barking and Dagenham,2621441,704606
Barking and Dagenham,504225,704610
Barking and Dagenham,EY231113,704612
Barking and Dagenham,EY474638,704614
Barking and Dagenham,EY334897,704615
Barking and Dagenham,2524994,704616
Bexley,2654266,705428
Bexley,TY0923041,705431
Bexley,TY0321003,705432
Bexley,2680279,705433
Haringey,EY417936,708884
Haringey,EY355686,708888
Haringey,EY341042,708897
Haringey,EY448087,708903
Haringey,EY310685,708929
Haringey,EY285494,708937
Haringey,EY217739,708946
Haringey,EY229480,708960
Haringey,EY494393,708962
Haringey,EY428343,708967
Haringey,EY446953,708977
Haringey,EY459433,708979
Haringey,EY374661,708981
Haringey,EY495990,708987
Haringey,EY450633,709001
Haringey,2758928,709013
Haringey,EY304535,709014
Haringey,140384,709026
Haringey,2506622,709028
Haringey,EY551723,709036
Haringey,2528398,709039
Haringey,EY558194,709042
Haringey,TY100003,709044
Haringey,2629116,709045
Haringey,EY434183,709048
Haringey,EY306026,709050
Haringey,TY0722014,709055
Haringey,2588113,709063
Haringey,2546433,709065
Hillingdon,EY446081,710141
Hillingdon,EY459223,710170
Hillingdon,EY230717,710172
Hillingdon,EY540230,710174
Hillingdon,EY491466,710181
Hillingdon,EY539740,710185
Hillingdon,138480,710187
Hillingdon,EY493329,710193
Hillingdon,2583567,710200
Hillingdon,138311,710205
Hillingdon,EY410773,710206
Hillingdon,EY554115,710207
Hillingdon,138957,710208
Hillingdon,EY542009,710211
Hillingdon,EY271395,710212
Hillingdon,138882,710213
Hillingdon,139018,710215
Hillingdon,EY349045,710216
Hillingdon,EY546596,710217
Hillingdon,EY437868,710220
Hillingdon,2645847,710221
Hillingdon,TY1220006,710224
Hillingdon,EY542397,710225
Hillingdon,EY416470,710227
Hillingdon,161133,710228
Hillingdon,EY445172,710235
