id,urn,la_code,la_name,establishment_number,name,establishment_status_code,establishment_status_name,close_date,ukprn,last_changed_date,address_1,address_2,address_3,town,county,postcode,easting,northing,region,country,created_at,updated_at,establishment_type_code,establishment_type_name,high_pupil_premium,postcode_without_spaces,number_of_pupils,eyl_funding_eligible,phase_type,phase_name
117615,100097,203,Greenwich,1001,Rachel McMillan Nursery School and Children's Centre,1,Open,,,2023-09-11,McMillan Street,Deptford,,London,,SE8 3EH,537362,177674,South-East England and South London,,2023-11-16 08:17:36.372,2023-11-16 08:17:36.372,15,Local authority nursery school,f,SE83EH,156,f,1,Nursery
